1,死亡,,はくたばった！,をたおした！,,「今 何かしたか？
2,POISON,,はインフルにおかされた！,はインフルにおかされた！,「もう勘弁してください,のインフルが治った！
3,HIT DOWN,,の目がくらんだ！,の目がくらんだ！,,の視界が元に戻った！
4,SEAL,,はスキルを封じられた！,はスキルを封じられた！,,のスキル封印が解けた！
5,DRUG,,「FOOOOOOOOOOOOOOO！！,「FOOOOOOOOOOOOOOO！！,,は我に返った！
6,SLEEP,,は眠ってしまった！,は眠っている！,「zzz…,は目を覚ました！
7,HA ATK DOWN,,のATKが2/3になってしまった！,のATKが2/3になってしまった！,「頭痛いので帰っても良いですか？,の頭痛が和らいだ！
8,SHOCK,,は怯んでしまった！,を怯ませた！,,
9,GUARD,,,,,
10,,,,,,
11,COUNTER!,,はカウンター体制に入った！,はカウンター体制に入った！,,のカウンターが解除された！
12,,,,,,
13,BAKA,,は馬鹿になった！,は馬鹿になった！,「うんち！うんち！うんち！,は正気に戻った！
14,,,,,,
15,,,,,,
16,,,,,,
17,SHIELD!,,を防御壁が包む！,を防御壁が包む！,,の防御壁が解除された！
18,COUNTER!,,はカウンター体制に入った！,はカウンター体制に入った！,,のカウンターが解除された！
19,,,,,,
20,,,,,,
21,PROTECT!,,は敵の注意を引き付けた！,,,
22,,,,,,
23,APPチャージできまへん！,,,,,
24,,,,,,
25,●クリア前暗黒,,,,,
26,DARKNESS WORLD!,,の暗黒のチカラが覚醒する！,,,を纏うチカラが消えた！
27,SHOCK,,は怯んでしまった！,を怯ませた！,,は体制を立て直した！
28,SPRINT!,,は疾走状態になった！,,,
29,SPRINT!,,は疾走状態になった！,,,
30,,,,,,
31,,,,,,
32,,,,,,
33,,,,,,
34,,,,,,
35,ステルス,,はステルス状態になった！,,,
36,,,,,,
37,,,,,,
38,,,,,,
39,,,,,,
40,,,,,,
41,,,,,,
42,,,,,,
43,,,,,,
44,LOCK ON,,は敵からロックオンされた！,,,のロックオンが解除された！
45,HP REGENE!,,,,,はﾘﾝｺﾞｼﾞｭｰｽを飲みほした！
46,,,,,,
47,HEAD CHEF!,,は自信に満ち溢れている！,,,
48,自動修復,,,,は自動修復している!,
49,TRICK,,,の周りの空間に歪が生じた！,,の空間操作が解除された！
50,,,,,,
51,,,,,,
52,捕食対象,,,,,
53,,,,,,
54,,,,,,
55,LUNCH BUFF!,,,,,
56,,,,,,
57,,,,,,
58,MATK UP!,,は次の魔法に備えている！,は次の魔法に備えている！,,
59,DEF 0,,の防御力が0になってしまった！,の防御力が0になった！,,の防御力が元に戻った！
60,,,,,,
61,,,,,,
62,GPOW UP!,,の女子力が上昇した！,,,の女子力が元に戻った！
63,RELOAD!,,は次の攻撃に備えている！,は次の攻撃に備えている！,,
64,RELOAD!,,は次の攻撃に備えている！,は次の攻撃に備えている！,,
65,,,,,,
66,,,,,,
67,,,,,,
68,,,,,,
69,,,,,,
70,DAMAGE x1.5,,の受けるダメージが1.5倍になった！,の受けるダメージが1.5倍になった！,,の防御力が元に戻った！
71,,,,,,
72,,,,,,
73,,,,,,
74,,,,,,
75,,,,,,
76,無アイコン電気纏い,,,,,
77,無アイコン不死身,,,,,
78,VISION!,,,,,のヴィジョンがとけた！
79,NOT CURE,,は回復を封じられた！,の回復を封じた！,,の回復禁止が解けた！
80,不死身,,,,,をたおした！
81,,,,,,
82,MDEF UP!,,の魔法耐性が上がった！,の魔法耐性が上がった！,,の魔法耐性が元に戻った！
83,AWAKE!!,,はマジ覚突入！,はマジ覚突入！,,の怒りが収まった！
84,,,,,,
85,DEF DOWN,,,は打たれ弱くなった！,,の守備力が元に戻った！
86,CRT UP!,,の会心率が上がった！,,,の会心率が戻った！
87,BREAK,,,は故障した！,「ｱｱｱﾏｲﾄﾞﾏｲﾄﾞﾏｲﾄﾞ,の故障が直った！
88,FREEZE,,は氷漬けになってしまった！,は氷漬けになってしまった！,は凍り付いていて動けない！,の氷が溶けた！
89,DRUNK!,,は出来上がった！,,「あsdヴぃんdyjばるvん＠ア！！,の酔いがさめた！
90,,,,,,
91,BOOST!,,,,,
92,MAKE UP!,,の顔色が悲惨な事になった！,,「ゴホゴホッ あー具合わるい,のメイクが落ちた！
93,PINCH!!,,,,,
94,,,は黙想状態になった！,,「・・・・・・,「・・・ブハッ！！
95,斬,,,,,
96,,,,,,
97,,,,,,
98,WEAKENED,,,に傷をつけ、装甲が脆くなった！,,の傷が塞がった！
99,DARKNESS WORLD,,の暗黒のチカラが覚醒する！,,,を纏うチカラが消えた！
100,PINCH!,,,,,
101,SHIELD,,を防御壁が包む！,を防御壁が包む！,,の鉄壁が解除された！
102,DARKNESS WORLD,,の暗黒のチカラが覚醒する！,,,を纏うチカラが消えた！
103,ATK BOOST!,,の闇のチカラが増幅する！,,,
104,SHIELD!,,を防御壁が包む！,を防御壁が包む！,,の鉄壁が解除された！
105,アニメ修正用,,,,,
106,DARKNESS WORLD!,,の暗黒のチカラが覚醒する！,,,を纏うチカラが消えた！
107,GUTS!,,の気合が高まった！,,,
108,DANI-NINTEI-MODE,,,,,
109,AWAIT!,,,,,
110,,,,,,
111,COOLTIME-1,,のｸｰﾙﾀｲﾑが1減少した!,,,
112,ULT UP!,,は みなぎってきた!!,,,
113,ATK BOOST!,,の闇のチカラが増幅する！,,,
114,,,,,,
115,ATK BOOST!,,の攻撃力が上昇！,の攻撃力が上昇！,,
116,DEF BOOST!,,の防御力が上昇！,の防御力が上昇！,,
117,CRT BOOST!,,の会心率が上昇！,の会心率が上昇！,,
118,MATK UP!,,は次の魔法に備えている！,,,
119,ACC UP!!,,は狙いを定めた！,,,
120,表情変更用,,,,,
121,,,,,,
122,,,,,,
123,,,,,,
124,MODE-EX!,,はマリキンEXに覚醒！！,,,のEX化が解除された！
125,Liberation!,,は解放の装を纏った！,,,を纏う解放の力が消えた！
126,解放者解除用,,,,,
127,解放者カウンター用,,,,,
128,解放者カウンター用,,,,,
129,解放者カウンター用,,,,,
130,逃走確定用,,,,,
131,APP,,,,,
132,電流,,,,,
133,AWAKE!,,はマジ覚突入！,はマジ覚突入！,,の怒りが収まった！
134,VISION!,,の回避率と会心率が上がった！,の回避率と会心率が上がった！,,のヴィジョンがとけた！
135,HP REGENE!,,に大量のﾘﾝｺﾞｼﾞｭｰｽが届く！,に大量のﾘﾝｺﾞｼﾞｭｰｽが届く！,,はﾘﾝｺﾞｼﾞｭｰｽを飲みほした！
136,AWAIT!,,,,,
137,APP上昇量0,,,,,
138,敏捷UP,,,,,
139,,,,,,
140,スキル封印,,,,,
141,TOXIC,,,は超ヤク漬になった！,「？？？？？？？？,は正気に戻った！
142,CLONE!,,は二人に分裂した！,,,の分身がどこかへ行ってしまった！
143,CLONE!,,は三人に分裂した！,,,の分身がどこかへ行ってしまった！
144,CLONE!,,は四人に分裂した！,,,の分身がどこかへ行ってしまった！
145,TARGET!,,は敵に目を付けられた！,,,の挑発効果が切れた！
146,AVD UP!,,の回避率が上昇！,,,の回避率が元に戻った！
147,COUNTER!,,はカウンター体制に入った！,はカウンター体制に入った！,,のカウンターが解除された！
148,MP REGENE!,,はMP自動回復の力を得た！,,,のMP回復効果が切れた！
149,TARGET!,,は敵に目を付けられた！！,,,の挑発効果が切れた！
150,TOXIC,,,は超インフルになった！,,の超インフルが治った！
151,TOXIC,,,は超目潰しになった！,,の超目潰しが治った！
152,,,,,,
153,CHAIN!,,,,,
154,CHAIN!,,,,,
155,CHAIN!,,,,,
156,FREEZE,,は氷漬けになってしまった！,は氷漬けになってしまった！,は凍り付いていて動けない！,の氷が溶けた！
157,DAMAGE x1.5,,の受けるダメージが1.5倍になった！,の受けるダメージが1.5倍になった！,,の防御力が元に戻った！
158,DEF 0,,の防御力が0になってしまった！,の防御力が0になった！,,の防御力が元に戻った！
159,2CHAIN!,,,,,
160,2CHAIN!,,,,,
161,演出用不死身,,,,,
162,APP上昇量2倍,,,,,
163,,,,,,
164,時止め背出,,,,,
165,PiNCH!,,,,,
166,極,,,,,
167,DAMAGE x1.5,,の受けるダメージが1.5倍になった！,の受けるダメージが1.5倍になった！,,の防御力が元に戻った！
168,熱耐DOWN,,の熱爆耐性が低下した！,の熱爆耐性が低下した！,,の熱爆耐性が元に戻った！
169,雷撃DOWN,,の雷撃耐性が低下した！,の雷撃耐性が低下した！,,の雷撃耐性が元に戻った！
170,氷耐DOWN,,の氷撃耐性が低下した！,の氷撃耐性が低下した！,,の氷撃耐性が元に戻った！
171,,,,,,
172,UNDEAD!,,はアンデッド状態になった！,,,「めちゃくちゃ痛い
173,ATTACK CHANGE!,,,,,のアメノカゴユミの効果が切れた！
174,雷撃DOWN,,の雷撃耐性が低下した！,,,の雷撃耐性が元に戻った！
175,風耐DOWN,,の旋風耐性が低下した！,,,の旋風耐性が元に戻った！
176,,,,,,
177,回復不能,,,,,
178,絶対命中ステート,,,,,
179,DAMAGE x2,,,,,
180,トライアル制限,,,,,
181,SHUFFLE!,,は次の攻撃に備えている！,は次の攻撃に備えている！,,
182,強化1,,,,,
183,強化2,,,,,
184,強化3 ,,,,,
185,強化4,,,,,
186,強化5,,,,,
187,強化6,,,,,
188,強化7,,,,,
189,強化8,,,,,
190,強化9,,,,,
191,強化10,,,,,
192,会心ダメージ上昇,,,,,
193,SEAL,,,,,
194,DULL AGI,,,,,
195,MP USE x2,,,,,
196,踏み止まり禁止,,,,,
197,CRT UP!,,の会心率が上がった！,,,の会心率が戻った！
198,無アイコン行動不能,,,,,
199,無アイコンAPPチャージ0,,,,,
200,電流,,,,,
201,pintimukou,,,,,
202,DAMAGE CUT!,,の物理耐性が上昇！,,,
203,無アイコン根性kakutei ,,,,,
204,APPチャージ率,,,,,
205,,,,,,
206,NOT US,,,,,
207,,,,,,
208,CHAIN!,,,,,
209,CHAIN!,,,,,
210,,,,,,
211,2CHAIN!,,,,,
212,2CHAIN!,,,,,
213,,,,,,
214,DAMAGE CUT!,,の物理耐性が上昇！,,,
215,チェインアイコン消去,,,,,
216,ポップアップ確認,,,,,
217,ANTI BUFFKIEEL!,,はアンチバフキエール状態になった！,,,のアンチバフキエールが消滅！
218,,,,,,
219,マザフロステート有効度,,,,,
220,マザフロ後半,,,,,
221,無アイコン会心,,,,,
222,被ダメ1.2倍,,,,,
223,無アイコン強化,,,,,
224,ボストレーニング,,,,,
225,トレーニング,,,,,
226,,,,,,
227,DAMAGE x2,,の受けるダメージが2倍になった！,の受けるダメージが2倍になった！,,の副作用が治った！
228,,,,,,
229,,,,,,
230,DANI-NINTEI-MODE,,,,,
231,,,,,,
232,LUNCH BUFF,,,,,
233,,,,,,
234,カウンター禁止,,,,,
235,MATK UP!,,の魔法攻撃の威力が上昇！,,,の魔法攻撃力が元に戻った！
236,NOT Apoc,,,にアポカリプス完全耐性付与！,,
237,行動不能,,,,,
238,親玉,,,,,
239,,,,,,
240,不意打ち無効,,,,,
241,行動不能,,は行動できなかった。,は行動できなかった。,,
242,HIT DOWN,,の命中率がダウン！,の命中率がダウン！,,の命中率が元に戻った！
243,FOOOOOOOOOOOOOOO！！,,はキマってしまった！,はキマってしまった！,,
244,防御メッセージ,,は身を守っている！,は身を守っている！,,
245,防御行動不能,,,,,
246,,,,,,
247,SHIELD,,,,,
248,無アイコンアイテム禁止,,,,,
249,無アイコン絶対回避,,,,,
250,DEBU,,はデブになった！,,は太っている！,の体型が元に戻った！
251,空腹,,,,,
252,戦闘中,,,,,
253,EX-nova,,,,,
254,風船化,,,,,
255,AWAIT!,,,,,
256,TARGET!,,は敵に目を付けられた！,,,の挑発効果が切れた！
257,100%回避,,,,,
258,雑魚ボス補正,,,,,
259,ハード補正,,,,,
260,ハード補正味方,,,,,
261,EXハード補正,,,,,
262,EXハード補正味方,,,,,
263,一生行動不能,,,,,
264,ATTACK CHANGE!,,,,,の紳士形態の効果が切れた！
265,デブ禁,,,,,
266,EXCITE!,,はエキサイト状態になった！,,,のテンションが戻った！
267,UNKO,,はうんこになった！,,,
268,,,,,,
269,SP BARRIER,,は攻撃を受け止める体制にはいった！,は攻撃を受け止める体制にはいった！,,
270,,,,,,
271,,,,,,
272,,,,,,
273,,,,,,
274,,,,,,
275,,,,,,
276,,,,,,
277,,,,,,
278,,,,,,
279,,,,,,
280,,,,,,
281,,,,,,
282,,,,,,
283,,,,,,
284,,,,,,
285,,,,,,
286,,,,,,
287,,,,,,
288,,,,,,
289,,,,,,
290,,,,,,
291,,,,,,
292,,,,,,
293,,,,,,
294,,,,,,
295,,,,,,
296,,,,,,
297,,,,,,
298,,,,,,
299,,,,,,
300,,,,,,
301,,,,,,
302,,,,,,
303,,,,,,
304,,,,,,
305,,,,,,
306,,,,,,
307,,,,,,
308,,,,,,
309,,,,,,
310,,,,,,
311,,,,,,
312,,,,,,
313,,,,,,
314,,,,,,
315,,,,,,
316,,,,,,
317,,,,,,
318,,,,,,
319,,,,,,
320,,,,,,
321,,,,,,
322,,,,,,
323,,,,,,
324,,,,,,
325,,,,,,
326,,,,,,
327,,,,,,
328,,,,,,
329,,,,,,
330,,,,,,
331,,,,,,
332,,,,,,
333,,,,,,
334,,,,,,
335,,,,,,
336,,,,,,
337,,,,,,
338,,,,,,
339,,,,,,
340,,,,,,
341,,,,,,
342,,,,,,
343,,,,,,
344,,,,,,
345,,,,,,
346,,,,,,
347,,,,,,
348,,,,,,
349,,,,,,
350,,,,,,
351,,,,,,
352,,,,,,
353,,,,,,
354,,,,,,
355,,,,,,
356,,,,,,
357,,,,,,
358,,,,,,
359,,,,,,
360,,,,,,
361,,,,,,
362,,,,,,
363,,,,,,
364,,,,,,
365,,,,,,
366,,,,,,
367,,,,,,
368,,,,,,
369,,,,,,
370,,,,,,
371,,,,,,
372,,,,,,
373,,,,,,
374,,,,,,
375,,,,,,
376,,,,,,
377,,,,,,
378,,,,,,
379,,,,,,
380,,,,,,
381,,,,,,
382,,,,,,
383,,,,,,
384,,,,,,
385,,,,,,
386,,,,,,
387,,,,,,
388,,,,,,
389,,,,,,
390,,,,,,
391,,,,,,
392,,,,,,
393,,,,,,
394,,,,,,
395,,,,,,
396,,,,,,
397,,,,,,
398,,,,,,
399,,,,,,
400,,,,,,
401,,,,,,
402,,,,,,
403,,,,,,
404,,,,,,
405,,,,,,
406,,,,,,
407,,,,,,
408,,,,,,
409,,,,,,
410,,,,,,
411,,,,,,
412,,,,,,
413,,,,,,
414,,,,,,
415,,,,,,
416,,,,,,
417,,,,,,
418,,,,,,
419,,,,,,
420,,,,,,
421,,,,,,
422,,,,,,
423,,,,,,
424,,,,,,
425,,,,,,
426,,,,,,
427,,,,,,
428,,,,,,
429,,,,,,
430,,,,,,
431,,,,,,
432,,,,,,
433,,,,,,
434,,,,,,
435,,,,,,
436,,,,,,
437,,,,,,
438,,,,,,
439,,,,,,
440,,,,,,
441,,,,,,
442,,,,,,
443,,,,,,
444,,,,,,
445,,,,,,
446,,,,,,
447,,,,,,
448,,,,,,
449,,,,,,
450,,,,,,
451,,,,,,
452,,,,,,
453,,,,,,
454,,,,,,
455,,,,,,
456,,,,,,
457,,,,,,
458,,,,,,
459,,,,,,
460,,,,,,
461,,,,,,
462,,,,,,
463,,,,,,
464,,,,,,
465,,,,,,
466,,,,,,
467,,,,,,
468,,,,,,
469,,,,,,
470,,,,,,
471,,,,,,
472,,,,,,
473,,,,,,
474,,,,,,
475,,,,,,
476,,,,,,
477,,,,,,
478,,,,,,
479,,,,,,
480,,,,,,
481,,,,,,
482,,,,,,
483,,,,,,
484,,,,,,
485,,,,,,
486,,,,,,
487,,,,,,
488,,,,,,
489,,,,,,
490,,,,,,
491,,,,,,
492,,,,,,
493,,,,,,
494,,,,,,
495,,,,,,
496,,,,,,
497,,,,,,
498,,,,,,
499,,,,,,
500,,,,,,
501,,,,,,
502,,,,,,
503,,,,,,
504,,,,,,
505,,,,,,
506,,,,,,
507,,,,,,
508,,,,,,
509,,,,,,
510,,,,,,
511,,,,,,
512,,,,,,
513,,,,,,
514,,,,,,
515,,,,,,
516,,,,,,
517,,,,,,
518,,,,,,
519,,,,,,
520,,,,,,
521,,,,,,
522,,,,,,
523,,,,,,
524,,,,,,
525,,,,,,
526,,,,,,
527,,,,,,
528,,,,,,
529,,,,,,
530,,,,,,
531,,,,,,
532,,,,,,
533,,,,,,
534,,,,,,
535,,,,,,
536,,,,,,
537,,,,,,
538,,,,,,
539,,,,,,
540,,,,,,
541,,,,,,
542,,,,,,
543,,,,,,
544,,,,,,
545,,,,,,
546,,,,,,
547,,,,,,
548,,,,,,
549,,,,,,
550,,,,,,
551,,,,,,
552,,,,,,
553,,,,,,
554,,,,,,
555,,,,,,
556,,,,,,
557,,,,,,
558,,,,,,
559,,,,,,
560,,,,,,
561,,,,,,
562,,,,,,
563,,,,,,
564,,,,,,
565,,,,,,
566,,,,,,
567,,,,,,
568,,,,,,
569,,,,,,
570,,,,,,
571,,,,,,
572,,,,,,
573,,,,,,
574,,,,,,
575,,,,,,
576,,,,,,
577,,,,,,
578,,,,,,
579,,,,,,
580,,,,,,
581,,,,,,
582,,,,,,
583,,,,,,
584,,,,,,
585,,,,,,
586,,,,,,
587,,,,,,
588,,,,,,
589,,,,,,
590,,,,,,
591,,,,,,
592,,,,,,
593,,,,,,
594,,,,,,
595,,,,,,
596,,,,,,
597,,,,,,
598,,,,,,
599,,,,,,
600,,,,,,
601,,,,,,
602,,,,,,
603,,,,,,
604,,,,,,
605,,,,,,
606,,,,,,
607,,,,,,
608,,,,,,
609,,,,,,
610,,,,,,
611,,,,,,
612,,,,,,
613,,,,,,
614,,,,,,
615,,,,,,
616,,,,,,
617,,,,,,
618,,,,,,
619,,,,,,
620,,,,,,
621,,,,,,
622,,,,,,
623,,,,,,
624,,,,,,
625,,,,,,
626,,,,,,
627,,,,,,
628,,,,,,
629,,,,,,
630,,,,,,
631,,,,,,
632,,,,,,
633,,,,,,
634,,,,,,
635,,,,,,
636,,,,,,
637,,,,,,
638,,,,,,
639,,,,,,
640,,,,,,
641,,,,,,
642,,,,,,
643,,,,,,
644,,,,,,
645,,,,,,
646,,,,,,
647,,,,,,
648,,,,,,
649,,,,,,
650,,,,,,
651,,,,,,
652,,,,,,
653,,,,,,
654,,,,,,
655,,,,,,
656,,,,,,
657,,,,,,
658,,,,,,
659,,,,,,
660,,,,,,
661,,,,,,
662,,,,,,
663,,,,,,
664,,,,,,
665,,,,,,
666,,,,,,
667,,,,,,
668,,,,,,
669,,,,,,
670,,,,,,
671,,,,,,
672,,,,,,
673,,,,,,
674,,,,,,
675,,,,,,
676,,,,,,
677,,,,,,
678,,,,,,
679,,,,,,
680,,,,,,
681,,,,,,
682,,,,,,
683,,,,,,
684,,,,,,
685,,,,,,
686,,,,,,
687,,,,,,
688,,,,,,
689,,,,,,
690,,,,,,
691,,,,,,
692,,,,,,
693,,,,,,
694,,,,,,
695,,,,,,
696,,,,,,
697,,,,,,
698,,,,,,
699,,,,,,
700,,,,,,
701,,,,,,
702,,,,,,
703,,,,,,
704,,,,,,
705,,,,,,
706,,,,,,
707,,,,,,
708,,,,,,
709,,,,,,
710,,,,,,
711,,,,,,
712,,,,,,
713,,,,,,
714,,,,,,
715,,,,,,
716,,,,,,
717,,,,,,
718,,,,,,
719,,,,,,
720,,,,,,
721,,,,,,
722,,,,,,
723,,,,,,
724,,,,,,
725,,,,,,
726,,,,,,
727,,,,,,
728,,,,,,
729,,,,,,
730,,,,,,
731,,,,,,
732,,,,,,
733,,,,,,
734,,,,,,
735,,,,,,
736,,,,,,
737,,,,,,
738,,,,,,
739,,,,,,
740,,,,,,
741,,,,,,
742,,,,,,
743,,,,,,
744,,,,,,
745,,,,,,
746,,,,,,
747,,,,,,
748,,,,,,
749,,,,,,
750,,,,,,
751,,,,,,
752,,,,,,
753,,,,,,
754,,,,,,
755,,,,,,
756,,,,,,
757,,,,,,
758,,,,,,
759,,,,,,
760,,,,,,
761,,,,,,
762,,,,,,
763,,,,,,
764,,,,,,
765,,,,,,
766,,,,,,
767,,,,,,
768,,,,,,
769,,,,,,
770,,,,,,
771,,,,,,
772,,,,,,
773,,,,,,
774,,,,,,
775,,,,,,
776,,,,,,
777,,,,,,
778,,,,,,
779,,,,,,
780,,,,,,
781,,,,,,
782,,,,,,
783,,,,,,
784,,,,,,
785,,,,,,
786,,,,,,
787,,,,,,
788,,,,,,
789,,,,,,
790,,,,,,
791,,,,,,
792,,,,,,
793,,,,,,
794,,,,,,
795,,,,,,
796,,,,,,
797,,,,,,
798,,,,,,
799,,,,,,
800,,,,,,
801,,,,,,
802,,,,,,
803,,,,,,
804,,,,,,
805,,,,,,
806,,,,,,
807,,,,,,
808,,,,,,
809,,,,,,
810,,,,,,
811,,,,,,
812,,,,,,
813,,,,,,
814,,,,,,
815,,,,,,
816,,,,,,
817,,,,,,
818,,,,,,
819,,,,,,
820,,,,,,
821,,,,,,
822,,,,,,
823,,,,,,
824,,,,,,
825,,,,,,
826,,,,,,
827,,,,,,
828,,,,,,
829,,,,,,
830,,,,,,
831,,,,,,
832,,,,,,
833,,,,,,
834,,,,,,
835,,,,,,
836,,,,,,
837,,,,,,
838,,,,,,
839,,,,,,
840,,,,,,
841,,,,,,
842,,,,,,
843,,,,,,
844,,,,,,
845,,,,,,
846,,,,,,
847,,,,,,
848,,,,,,
849,,,,,,
850,,,,,,
851,,,,,,
852,,,,,,
853,,,,,,
854,,,,,,
855,,,,,,
856,,,,,,
857,,,,,,
858,,,,,,
859,,,,,,
860,,,,,,
861,,,,,,
862,,,,,,
863,,,,,,
864,,,,,,
865,,,,,,
866,,,,,,
867,,,,,,
868,,,,,,
869,,,,,,
870,,,,,,
871,,,,,,
872,,,,,,
873,,,,,,
874,,,,,,
875,,,,,,
876,,,,,,
877,,,,,,
878,,,,,,
879,,,,,,
880,,,,,,
881,,,,,,
882,,,,,,
883,,,,,,
884,,,,,,
885,,,,,,
886,,,,,,
887,,,,,,
888,,,,,,
889,,,,,,
890,,,,,,
891,,,,,,
892,,,,,,
893,,,,,,
894,,,,,,
895,,,,,,
896,,,,,,
897,,,,,,
898,,,,,,
899,,,,,,
900,,,,,,
901,,,,,,
902,,,,,,
903,,,,,,
904,,,,,,
905,,,,,,
906,,,,,,
907,,,,,,
908,,,,,,
909,,,,,,
910,,,,,,
911,,,,,,
912,,,,,,
913,,,,,,
914,,,,,,
915,,,,,,
916,,,,,,
917,,,,,,
918,,,,,,
919,,,,,,
920,,,,,,
921,,,,,,
922,,,,,,
923,,,,,,
924,,,,,,
925,,,,,,
926,,,,,,
927,,,,,,
928,,,,,,
929,,,,,,
930,,,,,,
931,,,,,,
932,,,,,,
933,,,,,,
934,,,,,,
935,,,,,,
936,,,,,,
937,,,,,,
938,,,,,,
939,,,,,,
940,,,,,,
941,,,,,,
942,,,,,,
943,,,,,,
944,,,,,,
945,,,,,,
946,,,,,,
947,,,,,,
948,,,,,,
949,,,,,,
950,,,,,,
951,,,,,,
952,,,,,,
953,,,,,,
954,,,,,,
955,,,,,,
956,,,,,,
957,,,,,,
958,,,,,,
959,,,,,,
960,,,,,,
961,,,,,,
962,,,,,,
963,,,,,,
964,,,,,,
965,,,,,,
966,,,,,,
967,,,,,,
968,,,,,,
969,,,,,,
970,,,,,,
971,,,,,,
972,,,,,,
973,,,,,,
974,,,,,,
975,,,,,,
976,,,,,,
977,,,,,,
978,,,,,,
979,,,,,,
980,,,,,,
981,,,,,,
982,,,,,,
983,,,,,,
984,,,,,,
985,,,,,,
986,,,,,,
987,,,,,,
988,,,,,,
989,,,,,,
990,,,,,,
991,,,,,,
992,,,,,,
993,,,,,,
994,,,,,,
995,,,,,,
996,,,,,,
997,,,,,,
998,,,,,,
999,,,,,,
1000,,,,,,
1001,,,,,,
1002,,,,,,
1003,,,,,,
1004,,,,,,
1005,,,,,,
1006,,,,,,
1007,,,,,,
1008,,,,,,
1009,,,,,,
1010,,,,,,
1011,,,,,,
1012,,,,,,
1013,,,,,,
1014,,,,,,
1015,,,,,,
1016,,,,,,
1017,,,,,,
1018,,,,,,
1019,,,,,,
1020,,,,,,
1021,,,,,,
1022,,,,,,
1023,,,,,,
1024,,,,,,
1025,,,,,,
1026,,,,,,
1027,,,,,,
1028,,,,,,
1029,,,,,,
1030,,,,,,
1031,,,,,,
1032,,,,,,
1033,,,,,,
1034,,,,,,
1035,,,,,,
1036,,,,,,
1037,,,,,,
1038,,,,,,
1039,,,,,,
1040,,,,,,
1041,,,,,,
1042,,,,,,
1043,,,,,,
1044,,,,,,
1045,,,,,,
1046,,,,,,
1047,,,,,,
1048,,,,,,
1049,,,,,,
1050,,,,,,
1051,,,,,,
1052,,,,,,
1053,,,,,,
1054,,,,,,
1055,,,,,,
1056,,,,,,
1057,,,,,,
1058,,,,,,
1059,,,,,,
1060,,,,,,
1061,,,,,,
1062,,,,,,
1063,,,,,,
1064,,,,,,
1065,,,,,,
1066,,,,,,
1067,,,,,,
1068,,,,,,
1069,,,,,,
1070,,,,,,
1071,,,,,,
1072,,,,,,
1073,,,,,,
1074,,,,,,
1075,,,,,,
1076,,,,,,
1077,,,,,,
1078,,,,,,
1079,,,,,,
1080,,,,,,
1081,,,,,,
1082,,,,,,
1083,,,,,,
1084,,,,,,
1085,,,,,,
1086,,,,,,
1087,,,,,,
1088,,,,,,
1089,,,,,,
1090,,,,,,
1091,,,,,,
1092,,,,,,
1093,,,,,,
1094,,,,,,
1095,,,,,,
1096,,,,,,
1097,,,,,,
1098,,,,,,
1099,,,,,,
1100,,,,,,
1101,,,,,,
1102,,,,,,
1103,,,,,,
1104,,,,,,
1105,,,,,,
1106,,,,,,
1107,,,,,,
1108,,,,,,
1109,,,,,,
1110,,,,,,
1111,,,,,,
1112,,,,,,
1113,,,,,,
1114,,,,,,
1115,,,,,,
1116,,,,,,
1117,,,,,,
1118,,,,,,
1119,,,,,,
1120,,,,,,
1121,,,,,,
1122,,,,,,
1123,,,,,,
1124,,,,,,
1125,,,,,,
1126,,,,,,
1127,,,,,,
1128,,,,,,
1129,,,,,,
1130,,,,,,
1131,,,,,,
1132,,,,,,
1133,,,,,,
1134,,,,,,
1135,,,,,,
1136,,,,,,
1137,,,,,,
1138,,,,,,
1139,,,,,,
1140,,,,,,
1141,,,,,,
1142,,,,,,
1143,,,,,,
1144,,,,,,
1145,,,,,,
1146,,,,,,
1147,,,,,,
1148,,,,,,
1149,,,,,,
1150,,,,,,
1151,,,,,,
1152,,,,,,
1153,,,,,,
1154,,,,,,
1155,,,,,,
1156,,,,,,
1157,,,,,,
1158,,,,,,
1159,,,,,,
1160,,,,,,
1161,,,,,,
1162,,,,,,
1163,,,,,,
1164,,,,,,
1165,,,,,,
1166,,,,,,
1167,,,,,,
1168,,,,,,
1169,,,,,,
1170,,,,,,
1171,,,,,,
1172,,,,,,
1173,,,,,,
1174,,,,,,
1175,,,,,,
1176,,,,,,
1177,,,,,,
1178,,,,,,
1179,,,,,,
1180,,,,,,
1181,,,,,,
1182,,,,,,
1183,,,,,,
1184,,,,,,
1185,,,,,,
1186,,,,,,
1187,,,,,,
1188,,,,,,
1189,,,,,,
1190,,,,,,
1191,,,,,,
1192,,,,,,
1193,,,,,,
1194,,,,,,
1195,,,,,,
1196,,,,,,
1197,,,,,,
1198,,,,,,
1199,,,,,,
1200,,,,,,
1201,,,,,,
1202,,,,,,
1203,,,,,,
1204,,,,,,
1205,,,,,,
1206,,,,,,
1207,,,,,,
1208,,,,,,
1209,,,,,,
